File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_29-30_strike_22.0.csv,29-30,22.0,29,7495.200000000001,-189.6000000000003,39.531645569620196,89.65517241379311,1.0; 2.0; 6.0; 7.0; 8.0; 9.0; 14.0; 16.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0,-589.5 to -77.99999999999999
vix_put_spread_results_threshold_18-19_strike_23.0.csv,18-19,23.0,28,2392.900000000001,-489.79999999999967,4.885463454471218,67.85714285714286,6.0; 9.0; 12.0; 16.0; 19.0; 26.0; 27.0,284.5 to 468.4999999999999
vix_put_spread_results_threshold_20-21_strike_23.0.csv,20-21,23.0,40,5030.500000000001,-527.6999999999996,9.53287852946751,72.5,12.0; 13.0; 14.0; 16.0; 18.0; 20.0; 21.0; 22.0; 26.0; 29.0,132.5 to 275.0000000000001
vix_put_spread_results_threshold_21-22_strike_23.0.csv,21-22,23.0,40,5326.000000000002,-331.1000000000001,16.085774690425854,80.0,4.0; 7.0; 11.0; 12.0; 19.0; 20.0; 21.0; 23.0; 28.0; 29.0; 30.0,69.99999999999997 to 175.0
vix_put_spread_results_threshold_22-23_strike_23.0.csv,22-23,23.0,71,11432.299999999994,-328.79999999999933,34.76976885644774,80.28169014084507,13.0; 14.0; 16.0; 18.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 85.50000000000004
vix_put_spread_results_threshold_23-24_strike_23.0.csv,23-24,23.0,136,14281.799999999996,-54.4,262.53308823529403,76.47058823529412,6.0; 7.0; 8.0; 9.0; 13.0; 14.0; 15.0; 16.0; 18.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_24-25_strike_23.0.csv,24-25,23.0,127,13833.59999999999,-51.80000000000037,267.05791505791296,96.8503937007874,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-164.99999999999994 to -23.500000000000004
vix_put_spread_results_threshold_25-26_strike_23.0.csv,25-26,23.0,87,12121.099999999995,-244.00000000000003,49.67663934426227,94.25287356321839,1.0; 2.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 29.0; 30.0,-250.4999999999999 to -20.5
vix_put_spread_results_threshold_26-27_strike_23.0.csv,26-27,23.0,85,12290.999999999996,-317.4000000000002,38.724007561436636,91.76470588235294,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0,-332.5 to -29.000000000000004
vix_put_spread_results_threshold_27-28_strike_23.0.csv,27-28,23.0,43,7262.4,-243.0000000000001,29.886419753086404,88.37209302325581,1.0; 2.0; 4.0; 5.0; 6.0; 8.0; 12.0; 13.0; 15.0; 16.0; 19.0; 20.0; 22.0; 23.0; 26.0,-442.5 to -17.5
vix_put_spread_results_threshold_28-29_strike_23.0.csv,28-29,23.0,57,9122.099999999999,-332.70000000000005,27.418394950405762,89.47368421052632,1.0; 2.0; 5.0; 6.0; 8.0; 9.0; 12.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 28.0; 29.0; 30.0,-453.5 to -21.5
vix_put_spread_results_threshold_29-30_strike_23.0.csv,29-30,23.0,26,5919.299999999999,-165.90000000000015,35.6799276672694,92.3076923076923,1.0; 2.0; 7.0; 8.0; 9.0; 12.0; 19.0; 21.0; 22.0; 26.0; 28.0,-538.0 to -77.50000000000001
vix_put_spread_results_threshold_30-31_strike_23.0.csv,30-31,23.0,34,7625.700000000001,-294.40000000000003,25.90251358695652,94.11764705882352,1.0; 2.0; 4.0; 5.0; 6.0; 8.0; 9.0; 11.0; 12.0; 13.0; 20.0; 21.0; 23.0; 29.0; 30.0,-528.0000000000001 to -68.5
vix_put_spread_results_threshold_17-18_strike_24.0.csv,17-18,24.0,27,1695.1000000000017,-747.8999999999999,2.26647947586576,74.07407407407408,5.0; 7.0; 8.0; 11.0; 14.0; 26.0; 29.0,465.0 to 653.0
vix_put_spread_results_threshold_20-21_strike_24.0.csv,20-21,24.0,34,6296.200000000001,-447.9,14.057155615092658,79.41176470588235,12.0; 13.0; 14.0; 15.0; 18.0; 20.0; 21.0; 29.0,186.50000000000003 to 369.00000000000006
vix_put_spread_results_threshold_21-22_strike_24.0.csv,21-22,24.0,27,2838.6000000000004,-264.7000000000001,10.723838307517942,77.77777777777779,4.0; 12.0; 14.0; 19.0; 20.0; 29.0; 30.0,135.0 to 250.5
vix_put_spread_results_threshold_22-23_strike_24.0.csv,22-23,24.0,36,4882.3,-572.0000000000001,8.535489510489509,72.22222222222221,14.0; 15.0; 16.0; 18.0; 22.0; 23.0; 25.0; 27.0; 28.0; 29.0,37.5 to 179.9999999999999
vix_put_spread_results_threshold_23-24_strike_24.0.csv,23-24,24.0,104,13950.699999999997,-612.8000000000002,22.765502610966045,76.92307692307693,7.0; 8.0; 9.0; 11.0; 13.0; 15.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 105.49999999999996
vix_put_spread_results_threshold_24-25_strike_24.0.csv,24-25,24.0,104,12438.199999999995,-37.400000000000006,332.5721925133688,78.84615384615384,6.0; 7.0; 9.0; 11.0; 13.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_25-26_strike_24.0.csv,25-26,24.0,102,10782.599999999995,-244.59999999999968,44.08258381030257,92.15686274509804,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-161.99999999999997 to 54.99999999999999
vix_put_spread_results_threshold_26-27_strike_24.0.csv,26-27,24.0,89,11505.699999999995,-191.50000000000034,60.081984334203526,94.3820224719101,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0,-232.50000000000003 to 15.500000000000025
vix_put_spread_results_threshold_27-28_strike_24.0.csv,27-28,24.0,68,10415.899999999994,-240.9000000000001,43.23744292237439,89.70588235294117,1.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 10.0; 11.0; 12.0; 13.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 28.0; 29.0,-388.5 to -30.000000000000004
vix_put_spread_results_threshold_28-29_strike_24.0.csv,28-29,24.0,60,9101.499999999996,-162.29999999999967,56.07825015403583,93.33333333333333,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 28.0; 29.0; 30.0,-405.0 to -89.5
vix_put_spread_results_threshold_29-30_strike_24.0.csv,29-30,24.0,32,7070.5999999999985,-18.700000000000056,378.1069518716565,96.875,2.0; 7.0; 8.0; 9.0; 13.0; 14.0; 16.0; 19.0; 21.0; 22.0; 26.0; 27.0; 28.0,-493.00000000000006 to -72.50000000000001
vix_put_spread_results_threshold_30-31_strike_24.0.csv,30-31,24.0,31,6907.800000000001,-2.2,3139.909090909091,96.7741935483871,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 16.0; 20.0; 21.0; 23.0; 26.0; 29.0; 30.0,-493.50000000000006 to -34.5
vix_put_spread_results_threshold_32-33_strike_24.0.csv,32-33,24.0,29,5901.200000000002,-579.5,10.1832614322692,82.75862068965517,1.0; 2.0; 5.0; 6.0; 8.0; 9.0; 12.0; 20.0; 26.0; 28.0; 29.0; 30.0,-620.0000000000001 to -187.5
vix_put_spread_results_threshold_14-15_strike_25.0.csv,14-15,25.0,28,5152.900000000003,-475.99999999999983,10.825420168067238,82.14285714285714,9; 12; 15; 16; 19; 20; 21; 22; 27; 30,902.0 to 1016.0
vix_put_spread_results_threshold_20-21_strike_25.0.csv,20-21,25.0,36,6108.300000000002,-716.0000000000001,8.53114525139665,72.22222222222221,13.0; 14.0; 15.0; 21.0; 22.0; 23.0; 29.0,323.50000000000006 to 450.50000000000006
vix_put_spread_results_threshold_21-22_strike_25.0.csv,21-22,25.0,29,4332.700000000003,-308.39999999999947,14.048962386511057,75.86206896551724,12.0; 13.0; 14.0; 20.0; 28.0; 29.0; 30.0,218.99999999999997 to 345.5
vix_put_spread_results_threshold_23-24_strike_25.0.csv,23-24,25.0,48,6773.399999999998,-489.90000000000083,13.826086956521712,75.0,7.0; 9.0; 15.0; 20.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0,66.5 to 182.00000000000003
vix_put_spread_results_threshold_24-25_strike_25.0.csv,24-25,25.0,84,9091.199999999993,-565.7000000000005,16.070708856284224,69.04761904761905,5.0; 6.0; 7.0; 9.0; 11.0; 13.0; 15.0; 19.0; 20.0; 22.0; 23.0; 27.0; 28.0; 29.0; 30.0,0.0 to 90.50000000000011
vix_put_spread_results_threshold_25-26_strike_25.0.csv,25-26,25.0,59,7854.7,-18.7,420.03743315508024,81.35593220338984,9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 26.0; 27.0; 28.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_26-27_strike_25.0.csv,26-27,25.0,92,10612.599999999995,-70.10000000000008,151.39229671897266,96.73913043478261,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0,-165.5000000000001 to -20.0
vix_put_spread_results_threshold_27-28_strike_25.0.csv,27-28,25.0,87,12888.599999999991,-70.8999999999999,181.78561354019757,97.70114942528735,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 10.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 29.0; 30.0,-289.99999999999994 to -18.5
vix_put_spread_results_threshold_28-29_strike_25.0.csv,28-29,25.0,77,10209.599999999995,-298.39999999999964,34.21447721179627,90.9090909090909,1.0; 2.0; 5.0; 6.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 29.0; 30.0,-346.50000000000006 to -22.0
vix_put_spread_results_threshold_29-30_strike_25.0.csv,29-30,25.0,44,7463.2,-279.50000000000034,26.701967799642183,88.63636363636364,2.0; 5.0; 7.0; 8.0; 9.0; 13.0; 14.0; 15.0; 16.0; 19.0; 21.0; 23.0; 26.0; 27.0; 28.0; 29.0,-400.5 to -84.5
vix_put_spread_results_threshold_30-31_strike_25.0.csv,30-31,25.0,40,8296.0,-2.2,3770.9090909090905,97.5,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 16.0; 20.0; 21.0; 22.0; 23.0; 26.0; 28.0; 29.0; 30.0,-440.00000000000006 to -68.0
vix_put_spread_results_threshold_32-33_strike_25.0.csv,32-33,25.0,36,6814.800000000001,-507.9999999999999,13.414960629921264,86.11111111111111,1.0; 2.0; 5.0; 6.0; 8.0; 9.0; 12.0; 13.0; 15.0; 19.0; 20.0; 21.0; 26.0; 29.0,-557.5 to -139.0
vix_put_spread_results_threshold_23-24_strike_26.0.csv,23-24,26.0,53,5723.400000000001,-917.1999999999999,6.240078499781946,69.81132075471697,0.0; 5.0; 7.0; 8.0; 9.0; 14.0; 19.0; 20.0; 22.0; 26.0; 27.0; 28.0,140.00000000000003 to 286.00000000000006
vix_put_spread_results_threshold_24-25_strike_26.0.csv,24-25,26.0,41,6722.299999999998,-442.70000000000056,15.184775242828078,73.17073170731707,11.0; 14.0; 15.0; 16.0; 21.0; 22.0; 23.0; 26.0; 27.0; 29.0; 30.0,63.49999999999998 to 181.49999999999997
vix_put_spread_results_threshold_25-26_strike_26.0.csv,25-26,26.0,45,6110.499999999999,-180.30000000000018,33.89073765945642,80.0,0.0; 7.0; 12.0; 13.0; 14.0; 16.0; 21.0; 22.0; 23.0; 25.0; 27.0; 28.0; 30.0,0.0 to 90.00000000000003
vix_put_spread_results_threshold_26-27_strike_26.0.csv,26-27,26.0,65,8987.499999999996,-23.799999999999997,377.626050420168,78.46153846153847,6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 15.0; 16.0; 19.0; 21.0; 23.0; 26.0; 27.0,0.0 to 0.0
vix_put_spread_results_threshold_27-28_strike_26.0.csv,27-28,26.0,79,11468.199999999993,0.0,,100.0,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 10.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-179.99999999999997 to -8.500000000000002
vix_put_spread_results_threshold_28-29_strike_26.0.csv,28-29,26.0,72,8456.599999999999,-278.19999999999965,30.39755571531276,91.66666666666666,1.0; 2.0; 6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 28.0; 29.0; 30.0,-343.0 to -21.0
vix_put_spread_results_threshold_29-30_strike_26.0.csv,29-30,26.0,42,5881.5999999999985,-136.40000000000018,43.120234604105505,95.23809523809523,2.0; 5.0; 7.0; 8.0; 9.0; 14.0; 15.0; 16.0; 18.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 29.0,-328.0 to -52.0
vix_put_spread_results_threshold_30-31_strike_26.0.csv,30-31,26.0,49,8983.699999999999,-256.39999999999975,35.037831513260564,95.91836734693877,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 16.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-355.00000000000006 to -34.5
vix_put_spread_results_threshold_32-33_strike_26.0.csv,32-33,26.0,30,6056.5,-241.89999999999992,25.03720545680034,93.33333333333333,1.0; 2.0; 5.0; 6.0; 8.0; 9.0; 14.0; 15.0; 19.0; 20.0; 21.0; 23.0; 29.0; 30.0,-497.50000000000006 to -138.5
vix_put_spread_results_threshold_25-26_strike_27.0.csv,25-26,27.0,27,4249.099999999999,-168.30000000000018,25.247177658942334,85.18518518518519,0.0; 12.0; 13.0; 16.0; 19.0; 22.0; 23.0; 27.0; 28.0,68.49999999999999 to 194.99999999999997
vix_put_spread_results_threshold_26-27_strike_27.0.csv,26-27,27.0,47,7128.099999999998,-187.39999999999992,38.036819637139814,74.46808510638297,6.0; 7.0; 8.0; 12.0; 13.0; 15.0; 16.0; 19.0; 20.0; 21.0; 23.0; 26.0,0.0 to 89.00000000000006
vix_put_spread_results_threshold_27-28_strike_27.0.csv,27-28,27.0,74,12247.199999999995,-20.4,600.3529411764704,83.78378378378379,4.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 28.0; 29.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_28-29_strike_27.0.csv,28-29,27.0,71,7765.3,-22.09999999999996,351.37104072398256,95.77464788732394,1.0; 2.0; 6.0; 7.0; 8.0; 9.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 28.0; 29.0; 30.0,-184.5 to -18.0
vix_put_spread_results_threshold_29-30_strike_27.0.csv,29-30,27.0,56,6499.2999999999965,-142.59999999999988,45.57713884992989,94.64285714285714,1.0; 2.0; 5.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 21.0; 22.0; 25.0; 26.0; 27.0; 29.0,-258.5 to -23.0
vix_put_spread_results_threshold_30-31_strike_27.0.csv,30-31,27.0,50,8538.999999999996,-221.89999999999978,38.48129788192882,96.0,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 28.0; 29.0; 30.0,-262.00000000000006 to -34.5
vix_put_spread_results_threshold_32-33_strike_27.0.csv,32-33,27.0,43,8112.399999999999,-410.5999999999999,19.757428153921094,93.02325581395348,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 19.0; 20.0; 21.0; 23.0; 26.0; 28.0; 29.0; 30.0,-432.0 to -136.5
vix_put_spread_results_threshold_26-27_strike_28.0.csv,26-27,28.0,27,4975.6,-206.4999999999998,24.094915254237314,81.48148148148148,6.0; 8.0; 13.0; 15.0; 16.0; 19.0; 20.0; 21.0; 23.0,58.5 to 175.4999999999999
vix_put_spread_results_threshold_27-28_strike_28.0.csv,27-28,28.0,53,11067.399999999998,-165.3000000000003,66.95341802782806,83.01886792452831,7.0; 8.0; 9.0; 11.0; 13.0; 14.0; 16.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 108.0
vix_put_spread_results_threshold_28-29_strike_28.0.csv,28-29,28.0,51,7592.300000000002,-20.4,372.1715686274511,76.47058823529412,6.0; 7.0; 13.0; 15.0; 19.0; 20.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0,0.0 to 0.0
vix_put_spread_results_threshold_29-30_strike_28.0.csv,29-30,28.0,53,5705.399999999998,-106.40000000000003,53.62218045112778,96.22641509433963,1.0; 2.0; 5.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 25.0; 26.0; 28.0,-189.0 to -15.999999999999998
vix_put_spread_results_threshold_30-31_strike_28.0.csv,30-31,28.0,53,8731.399999999998,-173.09999999999988,50.44136337377241,94.33962264150944,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 16.0; 20.0; 21.0; 22.0; 23.0; 26.0; 28.0; 30.0,-205.00000000000009 to -32.49999999999999
vix_put_spread_results_threshold_32-33_strike_28.0.csv,32-33,28.0,44,9488.699999999997,-339.09999999999997,27.98201120613388,93.18181818181817,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 14.0; 15.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0; 28.0; 29.0,-370.5 to -132.0
vix_put_spread_results_threshold_34-35_strike_28.0.csv,34-35,28.0,26,5851.3,-47.7,122.66876310272536,96.15384615384616,1.0; 5.0; 6.0; 7.0; 8.0; 11.0; 12.0; 13.0; 14.0; 19.0; 20.0; 28.0; 29.0,-526.0 to -115.5
vix_put_spread_results_threshold_29-30_strike_29.0.csv,29-30,29.0,32,4157.5999999999985,-6.8,611.4117647058822,87.5,6.0; 8.0; 9.0; 12.0; 14.0; 15.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 28.0; 29.0,0.0 to 0.0
vix_put_spread_results_threshold_30-31_strike_29.0.csv,30-31,29.0,49,5521.2,-87.09999999999988,63.38920780711834,93.87755102040816,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 16.0; 20.0; 22.0; 23.0; 26.0; 28.0; 29.0; 30.0,-143.5 to 54.99999999999999
vix_put_spread_results_threshold_32-33_strike_29.0.csv,32-33,29.0,45,8560.999999999998,-235.60000000000002,36.33701188455007,93.33333333333333,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 15.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0; 29.0; 30.0,-291.9999999999999 to -120.0
vix_put_spread_results_threshold_27-28_strike_30.0.csv,27-28,30.0,39,7807.700000000001,-363.90000000000015,21.455619675735086,82.05128205128204,7.0; 8.0; 9.0; 13.0; 14.0; 16.0; 19.0; 20.0; 23.0; 27.0; 28.0; 29.0; 30.0,100.0 to 291.5000000000001
vix_put_spread_results_threshold_29-30_strike_30.0.csv,29-30,30.0,30,4625.0,-91.09999999999985,50.768386388584055,73.33333333333333,8.0; 13.0; 15.0; 16.0; 18.0; 19.0; 21.0; 22.0; 23.0; 25.0,0.0 to 95.00000000000011
vix_put_spread_results_threshold_30-31_strike_30.0.csv,30-31,30.0,37,7212.100000000001,-10.2,707.0686274509806,83.78378378378379,7.0; 8.0; 12.0; 13.0; 14.0; 16.0; 21.0; 22.0; 23.0; 26.0; 28.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_32-33_strike_30.0.csv,32-33,30.0,49,9062.199999999997,-132.39999999999984,68.4456193353475,95.91836734693877,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0; 29.0; 30.0,-215.5000000000001 to -96.5
vix_put_spread_results_threshold_34-35_strike_30.0.csv,34-35,30.0,27,5841.099999999999,0.0,,100.0,1.0; 5.0; 6.0; 7.0; 8.0; 11.0; 12.0; 13.0; 14.0; 19.0; 20.0; 26.0; 28.0; 29.0,-396.0 to -115.5
vix_put_spread_results_threshold_35-36_strike_30.0.csv,35-36,30.0,27,7044.599999999999,0.0,,100.0,1.0; 2.0; 5.0; 7.0; 8.0; 9.0; 12.0; 14.0; 15.0; 16.0; 19.0; 22.0; 26.0; 29.0; 30.0,-461.0 to -129.5
